"Step","logistic - train_acc","logistic - train_acc__MIN","logistic - train_acc__MAX"
"6320","0.290625","0.290625","0.290625"
"6330","0.290625","0.290625","0.290625"
"6340","0.284375","0.284375","0.284375"
"6350","0.296875","0.296875","0.296875"
"6360","0.29609375","0.29609375","0.29609375"
"6370","0.28671875","0.28671875","0.28671875"
"6380","0.3109375","0.3109375","0.3109375"
"6390","0.27734375","0.27734375","0.27734375"
"6400","0.3265625","0.3265625","0.3265625"
"6410","0.29921875","0.29921875","0.29921875"
"6420","0.3203125","0.3203125","0.3203125"
"6430","0.28203125","0.28203125","0.28203125"
"6440","0.30703125","0.30703125","0.30703125"
"6450","0.27734375","0.27734375","0.27734375"
"6460","0.30390625","0.30390625","0.30390625"
"6470","0.3015625","0.3015625","0.3015625"
"6480","0.26796875","0.26796875","0.26796875"
"6490","0.284375","0.284375","0.284375"
"6500","0.2859375","0.2859375","0.2859375"
"6510","0.29296875","0.29296875","0.29296875"
"6520","0.28359375","0.28359375","0.28359375"
"6530","0.29765625","0.29765625","0.29765625"
"6540","0.2859375","0.2859375","0.2859375"
"6550","0.27265625","0.27265625","0.27265625"
"6560","0.28125","0.28125","0.28125"
"6570","0.303125","0.303125","0.303125"
"6580","0.29140625","0.29140625","0.29140625"
"6590","0.28828125","0.28828125","0.28828125"
"6600","0.2984375","0.2984375","0.2984375"
"6610","0.29453125","0.29453125","0.29453125"
"6620","0.2859375","0.2859375","0.2859375"
"6630","0.3046875","0.3046875","0.3046875"
"6640","0.31015625","0.31015625","0.31015625"
"6650","0.0890625","0.0890625","0.0890625"
"6660","0.2984375","0.2984375","0.2984375"
"6670","0.2953125","0.2953125","0.2953125"
"6680","0.2984375","0.2984375","0.2984375"
"6690","0.2984375","0.2984375","0.2984375"
"6700","0.29296875","0.29296875","0.29296875"
"6710","0.3046875","0.3046875","0.3046875"
"6720","0.28828125","0.28828125","0.28828125"
"6730","0.2953125","0.2953125","0.2953125"
"6740","0.28046875","0.28046875","0.28046875"
"6750","0.3203125","0.3203125","0.3203125"
"6760","0.3125","0.3125","0.3125"
"6770","0.2875","0.2875","0.2875"
"6780","0.31015625","0.31015625","0.31015625"
"6790","0.30546875","0.30546875","0.30546875"
"6800","0.3015625","0.3015625","0.3015625"
"6810","0.29453125","0.29453125","0.29453125"
"6820","0.296875","0.296875","0.296875"
"6830","0.2921875","0.2921875","0.2921875"
"6840","0.2984375","0.2984375","0.2984375"
"6850","0.2984375","0.2984375","0.2984375"
"6860","0.303125","0.303125","0.303125"
"6870","0.303125","0.303125","0.303125"
"6880","0.3046875","0.3046875","0.3046875"
"6890","0.3125","0.3125","0.3125"
"6900","0.284375","0.284375","0.284375"
"6910","0.30546875","0.30546875","0.30546875"
"6920","0.30234375","0.30234375","0.30234375"
"6930","0.2953125","0.2953125","0.2953125"
"6940","0.303125","0.303125","0.303125"
"6950","0.321875","0.321875","0.321875"
"6960","0.29140625","0.29140625","0.29140625"
"6970","0.284375","0.284375","0.284375"
"6980","0.30234375","0.30234375","0.30234375"
"6990","0.30546875","0.30546875","0.30546875"
"7000","0.30234375","0.30234375","0.30234375"
"7010","0.303125","0.303125","0.303125"
"7020","0.30703125","0.30703125","0.30703125"
"7030","0.309375","0.309375","0.309375"
"7040","0.05703125","0.05703125","0.05703125"
"7050","0.303125","0.303125","0.303125"
"7060","0.30078125","0.30078125","0.30078125"
"7070","0.275","0.275","0.275"
"7080","0.3109375","0.3109375","0.3109375"
"7090","0.30859375","0.30859375","0.30859375"
"7100","0.2953125","0.2953125","0.2953125"
"7110","0.30390625","0.30390625","0.30390625"
"7120","0.271875","0.271875","0.271875"
"7130","0.3109375","0.3109375","0.3109375"
"7140","0.309375","0.309375","0.309375"
"7150","0.3015625","0.3015625","0.3015625"
"7160","0.30390625","0.30390625","0.30390625"
"7170","0.3078125","0.3078125","0.3078125"
"7180","0.2953125","0.2953125","0.2953125"
"7190","0.2890625","0.2890625","0.2890625"
"7200","0.296875","0.296875","0.296875"
"7210","0.321875","0.321875","0.321875"
"7220","0.30078125","0.30078125","0.30078125"
"7230","0.29375","0.29375","0.29375"
"7240","0.3078125","0.3078125","0.3078125"
"7250","0.29296875","0.29296875","0.29296875"
"7260","0.28359375","0.28359375","0.28359375"
"7270","0.284375","0.284375","0.284375"
"7280","0.2984375","0.2984375","0.2984375"
"7290","0.29765625","0.29765625","0.29765625"
"7300","0.30703125","0.30703125","0.30703125"
"7310","0.3015625","0.3015625","0.3015625"
"7320","0.3078125","0.3078125","0.3078125"
"7330","0.31171875","0.31171875","0.31171875"
"7340","0.28046875","0.28046875","0.28046875"
"7350","0.30078125","0.30078125","0.30078125"
"7360","0.325","0.325","0.325"
"7370","0.30390625","0.30390625","0.30390625"
"7380","0.3015625","0.3015625","0.3015625"
"7390","0.30078125","0.30078125","0.30078125"
"7400","0.30703125","0.30703125","0.30703125"
"7410","0.290625","0.290625","0.290625"
"7420","0.30078125","0.30078125","0.30078125"
"7430","0.03046875","0.03046875","0.03046875"
"7440","0.303125","0.303125","0.303125"
"7450","0.3","0.3","0.3"
"7460","0.30078125","0.30078125","0.30078125"
"7470","0.29453125","0.29453125","0.29453125"
"7480","0.26484375","0.26484375","0.26484375"
"7490","0.29140625","0.29140625","0.29140625"
"7500","0.31796875","0.31796875","0.31796875"
"7510","0.29296875","0.29296875","0.29296875"
"7520","0.3109375","0.3109375","0.3109375"
"7530","0.3140625","0.3140625","0.3140625"
"7540","0.3015625","0.3015625","0.3015625"
"7550","0.30390625","0.30390625","0.30390625"
"7560","0.31640625","0.31640625","0.31640625"
"7570","0.321875","0.321875","0.321875"
"7580","0.29375","0.29375","0.29375"
"7590","0.30234375","0.30234375","0.30234375"
"7600","0.31484375","0.31484375","0.31484375"
"7610","0.28125","0.28125","0.28125"
"7620","0.30234375","0.30234375","0.30234375"
"7630","0.30546875","0.30546875","0.30546875"
"7640","0.30703125","0.30703125","0.30703125"
"7650","0.28515625","0.28515625","0.28515625"
"7660","0.2765625","0.2765625","0.2765625"
"7670","0.31171875","0.31171875","0.31171875"
"7680","0.31484375","0.31484375","0.31484375"
"7690","0.30546875","0.30546875","0.30546875"
"7700","0.309375","0.309375","0.309375"
"7710","0.303125","0.303125","0.303125"
"7720","0.29140625","0.29140625","0.29140625"
"7730","0.2875","0.2875","0.2875"
"7740","0.31640625","0.31640625","0.31640625"
"7750","0.31484375","0.31484375","0.31484375"
"7760","0.30546875","0.30546875","0.30546875"
"7770","0.30546875","0.30546875","0.30546875"
"7780","0.30703125","0.30703125","0.30703125"
"7790","0.32265625","0.32265625","0.32265625"
"7800","0.30703125","0.30703125","0.30703125"
"7810","0.33203125","0.33203125","0.33203125"
"7820","0.3073437511920929","0.3073437511920929","0.3073437511920929"
"7830","0.31484375","0.31484375","0.31484375"
"7840","0.29921875","0.29921875","0.29921875"
"7850","0.2890625","0.2890625","0.2890625"
"7860","0.2921875","0.2921875","0.2921875"
"7870","0.27109375","0.27109375","0.27109375"
"7880","0.30234375","0.30234375","0.30234375"
"7890","0.26796875","0.26796875","0.26796875"
"7900","0.2984375","0.2984375","0.2984375"
"7910","0.29609375","0.29609375","0.29609375"
"7920","0.296875","0.296875","0.296875"
"7930","0.30703125","0.30703125","0.30703125"
"7940","0.30234375","0.30234375","0.30234375"
"7950","0.28125","0.28125","0.28125"
"7960","0.2765625","0.2765625","0.2765625"
"7970","0.30703125","0.30703125","0.30703125"
"7980","0.31328125","0.31328125","0.31328125"
"7990","0.3203125","0.3203125","0.3203125"
"8000","0.29453125","0.29453125","0.29453125"
"8010","0.284375","0.284375","0.284375"
"8020","0.29921875","0.29921875","0.29921875"
"8030","0.32265625","0.32265625","0.32265625"
"8040","0.30078125","0.30078125","0.30078125"
"8050","0.31796875","0.31796875","0.31796875"
"8060","0.29140625","0.29140625","0.29140625"
"8070","0.30703125","0.30703125","0.30703125"
"8080","0.32890625","0.32890625","0.32890625"
"8090","0.30625","0.30625","0.30625"
"8100","0.31171875","0.31171875","0.31171875"
"8110","0.31328125","0.31328125","0.31328125"
"8120","0.3015625","0.3015625","0.3015625"
"8130","0.29765625","0.29765625","0.29765625"
"8140","0.27421875","0.27421875","0.27421875"
"8150","0.2625","0.2625","0.2625"
"8160","0.29921875","0.29921875","0.29921875"
"8170","0.3015625","0.3015625","0.3015625"
"8180","0.31484375","0.31484375","0.31484375"
"8190","0.3046875","0.3046875","0.3046875"
"8200","0.3109375","0.3109375","0.3109375"
"8210","0.2984375","0.2984375","0.2984375"
"8220","0.26875","0.26875","0.26875"
"8230","0.3109375","0.3109375","0.3109375"
"8240","0.296875","0.296875","0.296875"
"8250","0.3015625","0.3015625","0.3015625"
"8260","0.321875","0.321875","0.321875"
"8270","0.2890625","0.2890625","0.2890625"
"8280","0.30703125","0.30703125","0.30703125"
"8290","0.3078125","0.3078125","0.3078125"
"8300","0.2890625","0.2890625","0.2890625"
"8310","0.29453125","0.29453125","0.29453125"
"8320","0.3078125","0.3078125","0.3078125"
"8330","0.30546875","0.30546875","0.30546875"
"8340","0.309375","0.309375","0.309375"
"8350","0.33125","0.33125","0.33125"
"8360","0.321875","0.321875","0.321875"
"8370","0.31171875","0.31171875","0.31171875"
"8380","0.296875","0.296875","0.296875"
"8390","0.315625","0.315625","0.315625"
"8400","0.2984375","0.2984375","0.2984375"
"8410","0.28359375","0.28359375","0.28359375"
"8420","0.30546875","0.30546875","0.30546875"
"8430","0.2828125","0.2828125","0.2828125"
"8440","0.31796875","0.31796875","0.31796875"
"8450","0.31484375","0.31484375","0.31484375"
"8460","0.31171875","0.31171875","0.31171875"
"8470","0.3078125","0.3078125","0.3078125"
"8480","0.2859375","0.2859375","0.2859375"
"8490","0.3078125","0.3078125","0.3078125"
"8500","0.32421875","0.32421875","0.32421875"
"8510","0.303125","0.303125","0.303125"
"8520","0.315625","0.315625","0.315625"
"8530","0.30234375","0.30234375","0.30234375"
"8540","0.29453125","0.29453125","0.29453125"
"8550","0.3078125","0.3078125","0.3078125"
"8560","0.30234375","0.30234375","0.30234375"
"8570","0.3015625","0.3015625","0.3015625"
"8580","0.32578125","0.32578125","0.32578125"
"8590","0.28046875","0.28046875","0.28046875"
"8600","0.3046875","0.3046875","0.3046875"
"8610","0.25390625","0.25390625","0.25390625"
"8620","0.2859375","0.2859375","0.2859375"
"8630","0.309375","0.309375","0.309375"
"8640","0.3109375","0.3109375","0.3109375"
"8650","0.30625","0.30625","0.30625"
"8660","0.28359375","0.28359375","0.28359375"
"8670","0.30234375","0.30234375","0.30234375"
"8680","0.3203125","0.3203125","0.3203125"
"8690","0.32265625","0.32265625","0.32265625"
"8700","0.3390625","0.3390625","0.3390625"
"8710","0.290625","0.290625","0.290625"
"8720","0.30234375","0.30234375","0.30234375"
"8730","0.30078125","0.30078125","0.30078125"
"8740","0.321875","0.321875","0.321875"
"8750","0.3078125","0.3078125","0.3078125"
"8760","0.30703125","0.30703125","0.30703125"
"8770","0.2890625","0.2890625","0.2890625"
"8780","0.31328125","0.31328125","0.31328125"
"8790","0.30703125","0.30703125","0.30703125"
"8800","0.2953125","0.2953125","0.2953125"
"8810","0.29609375","0.29609375","0.29609375"
"8820","0.2875","0.2875","0.2875"
"8830","0.32421875","0.32421875","0.32421875"
"8840","0.2890625","0.2890625","0.2890625"
"8850","0.30234375","0.30234375","0.30234375"
"8860","0.28046875","0.28046875","0.28046875"
"8870","0.29765625","0.29765625","0.29765625"
"8880","0.30703125","0.30703125","0.30703125"
"8890","0.30234375","0.30234375","0.30234375"
"8900","0.30625","0.30625","0.30625"
"8910","0.31328125","0.31328125","0.31328125"
"8920","0.30234375","0.30234375","0.30234375"
"8930","0.315625","0.315625","0.315625"
"8940","0.31015625","0.31015625","0.31015625"
"8950","0.3171875","0.3171875","0.3171875"
"8960","0.303125","0.303125","0.303125"
"8970","0.28671875","0.28671875","0.28671875"
"8980","0.29765625","0.29765625","0.29765625"
"8990","0.3078125","0.3078125","0.3078125"
"9000","0.22578125","0.22578125","0.22578125"
"9010","0.29375","0.29375","0.29375"
"9020","0.31953125","0.31953125","0.31953125"
"9030","0.3","0.3","0.3"
"9040","0.328125","0.328125","0.328125"
"9050","0.33046875","0.33046875","0.33046875"
"9060","0.309375","0.309375","0.309375"
"9070","0.31328125","0.31328125","0.31328125"
"9080","0.296875","0.296875","0.296875"
"9090","0.3046875","0.3046875","0.3046875"
"9100","0.3015625","0.3015625","0.3015625"
"9110","0.309375","0.309375","0.309375"
"9120","0.30546875","0.30546875","0.30546875"
"9130","0.3203125","0.3203125","0.3203125"
"9140","0.28515625","0.28515625","0.28515625"
"9150","0.30234375","0.30234375","0.30234375"
"9160","0.3140625","0.3140625","0.3140625"
"9170","0.315625","0.315625","0.315625"
"9180","0.32578125","0.32578125","0.32578125"
"9190","0.29453125","0.29453125","0.29453125"
"9200","0.296875","0.296875","0.296875"
"9210","0.303125","0.303125","0.303125"
"9220","0.33203125","0.33203125","0.33203125"
"9230","0.29453125","0.29453125","0.29453125"
"9240","0.2671875","0.2671875","0.2671875"
"9250","0.31796875","0.31796875","0.31796875"
"9260","0.28359375","0.28359375","0.28359375"
"9270","0.3","0.3","0.3"
"9280","0.29140625","0.29140625","0.29140625"
"9290","0.31640625","0.31640625","0.31640625"
"9300","0.309375","0.309375","0.309375"
"9310","0.3109375","0.3109375","0.3109375"
"9320","0.29453125","0.29453125","0.29453125"
"9330","0.31640625","0.31640625","0.31640625"
"9340","0.3171875","0.3171875","0.3171875"
"9350","0.303125","0.303125","0.303125"
"9360","0.3","0.3","0.3"
"9370","0.31953125","0.31953125","0.31953125"
"9380","0.328125","0.328125","0.328125"
"9390","0.1953125","0.1953125","0.1953125"
"9400","0.2890625","0.2890625","0.2890625"
"9410","0.31796875","0.31796875","0.31796875"
"9420","0.30234375","0.30234375","0.30234375"
"9430","0.31015625","0.31015625","0.31015625"
"9440","0.3171875","0.3171875","0.3171875"
"9450","0.30546875","0.30546875","0.30546875"
"9460","0.31484375","0.31484375","0.31484375"
"9470","0.3","0.3","0.3"
"9480","0.28125","0.28125","0.28125"
"9490","0.29140625","0.29140625","0.29140625"
"9500","0.30234375","0.30234375","0.30234375"
"9510","0.3203125","0.3203125","0.3203125"
"9520","0.31484375","0.31484375","0.31484375"
"9530","0.30703125","0.30703125","0.30703125"
"9540","0.3125","0.3125","0.3125"
"9550","0.31796875","0.31796875","0.31796875"
"9560","0.31171875","0.31171875","0.31171875"
"9570","0.29921875","0.29921875","0.29921875"
"9580","0.31796875","0.31796875","0.31796875"
"9590","0.30859375","0.30859375","0.30859375"
"9600","0.3234375","0.3234375","0.3234375"
"9610","0.3109375","0.3109375","0.3109375"
"9620","0.27890625","0.27890625","0.27890625"
"9630","0.3296875","0.3296875","0.3296875"
"9640","0.31796875","0.31796875","0.31796875"
"9650","0.29375","0.29375","0.29375"
"9660","0.3109375","0.3109375","0.3109375"
"9670","0.2984375","0.2984375","0.2984375"
"9680","0.32265625","0.32265625","0.32265625"
"9690","0.32578125","0.32578125","0.32578125"
"9700","0.29375","0.29375","0.29375"
"9710","0.325","0.325","0.325"
"9720","0.30703125","0.30703125","0.30703125"
"9730","0.31796875","0.31796875","0.31796875"
"9740","0.33046875","0.33046875","0.33046875"
"9750","0.3046875","0.3046875","0.3046875"
"9760","0.29453125","0.29453125","0.29453125"
"9770","0.3234375","0.3234375","0.3234375"
"9780","0.14609375","0.14609375","0.14609375"
"9790","0.328125","0.328125","0.328125"
"9800","0.31640625","0.31640625","0.31640625"
"9810","0.31484375","0.31484375","0.31484375"
"9820","0.3078125","0.3078125","0.3078125"
"9830","0.3109375","0.3109375","0.3109375"
"9840","0.31640625","0.31640625","0.31640625"
"9850","0.3078125","0.3078125","0.3078125"
"9860","0.3015625","0.3015625","0.3015625"
"9870","0.29921875","0.29921875","0.29921875"
"9880","0.303125","0.303125","0.303125"
"9890","0.31484375","0.31484375","0.31484375"
"9900","0.2984375","0.2984375","0.2984375"
"9910","0.3171875","0.3171875","0.3171875"
"9920","0.2921875","0.2921875","0.2921875"
"9930","0.3234375","0.3234375","0.3234375"
"9940","0.321875","0.321875","0.321875"
"9950","0.3125","0.3125","0.3125"
"9960","0.30234375","0.30234375","0.30234375"
"9970","0.31484375","0.31484375","0.31484375"
"9980","0.3140625","0.3140625","0.3140625"
"9990","0.30390625","0.30390625","0.30390625"
"10000","0.29453125","0.29453125","0.29453125"
"10010","0.31953125","0.31953125","0.31953125"
"10020","0.30859375","0.30859375","0.30859375"
"10030","0.3203125","0.3203125","0.3203125"
"10040","0.3140625","0.3140625","0.3140625"
"10050","0.3140625","0.3140625","0.3140625"
"10060","0.325","0.325","0.325"
"10070","0.28671875","0.28671875","0.28671875"
"10080","0.31171875","0.31171875","0.31171875"
"10090","0.2921875","0.2921875","0.2921875"
"10100","0.32265625","0.32265625","0.32265625"
"10110","0.32421875","0.32421875","0.32421875"
"10120","0.29375","0.29375","0.29375"
"10130","0.3125","0.3125","0.3125"
"10140","0.3203125","0.3203125","0.3203125"
"10150","0.3125","0.3125","0.3125"
"10160","0.3140625","0.3140625","0.3140625"
"10170","0.13828125","0.13828125","0.13828125"
"10180","0.31875","0.31875","0.31875"
"10190","0.30390625","0.30390625","0.30390625"
"10200","0.3046875","0.3046875","0.3046875"
"10210","0.2921875","0.2921875","0.2921875"
"10220","0.3078125","0.3078125","0.3078125"
"10230","0.3125","0.3125","0.3125"
"10240","0.31953125","0.31953125","0.31953125"
"10250","0.3015625","0.3015625","0.3015625"
"10260","0.29609375","0.29609375","0.29609375"
"10270","0.30390625","0.30390625","0.30390625"
"10280","0.3125","0.3125","0.3125"
"10290","0.31015625","0.31015625","0.31015625"
"10300","0.30390625","0.30390625","0.30390625"
"10310","0.3125","0.3125","0.3125"
"10320","0.2875","0.2875","0.2875"
"10330","0.31328125","0.31328125","0.31328125"
"10340","0.31796875","0.31796875","0.31796875"
"10350","0.3171875","0.3171875","0.3171875"
"10360","0.31484375","0.31484375","0.31484375"
"10370","0.3265625","0.3265625","0.3265625"
"10380","0.3140625","0.3140625","0.3140625"
"10390","0.30859375","0.30859375","0.30859375"
"10400","0.3203125","0.3203125","0.3203125"
"10410","0.321875","0.321875","0.321875"
"10420","0.30078125","0.30078125","0.30078125"
"10430","0.3109375","0.3109375","0.3109375"
"10440","0.3359375","0.3359375","0.3359375"
"10450","0.31171875","0.31171875","0.31171875"
"10460","0.31328125","0.31328125","0.31328125"
"10470","0.29765625","0.29765625","0.29765625"
"10480","0.31640625","0.31640625","0.31640625"
"10490","0.3171875","0.3171875","0.3171875"
"10500","0.3125","0.3125","0.3125"
"10510","0.29453125","0.29453125","0.29453125"
"10520","0.309375","0.309375","0.309375"
"10530","0.31640625","0.31640625","0.31640625"
"10540","0.32890625","0.32890625","0.32890625"
"10550","0.32734375","0.32734375","0.32734375"
"10560","0.09296875","0.09296875","0.09296875"
"10570","0.3078125","0.3078125","0.3078125"
"10580","0.2984375","0.2984375","0.2984375"
"10590","0.3078125","0.3078125","0.3078125"
"10600","0.334375","0.334375","0.334375"
"10610","0.3","0.3","0.3"
"10620","0.3125","0.3125","0.3125"
"10630","0.321875","0.321875","0.321875"
"10640","0.3015625","0.3015625","0.3015625"
"10650","0.2984375","0.2984375","0.2984375"
"10660","0.31015625","0.31015625","0.31015625"
"10670","0.31484375","0.31484375","0.31484375"
"10680","0.32578125","0.32578125","0.32578125"
"10690","0.31640625","0.31640625","0.31640625"
"10700","0.2859375","0.2859375","0.2859375"
"10710","0.32890625","0.32890625","0.32890625"
"10720","0.33828125","0.33828125","0.33828125"
"10730","0.28828125","0.28828125","0.28828125"
"10740","0.3046875","0.3046875","0.3046875"
"10750","0.303125","0.303125","0.303125"
"10760","0.334375","0.334375","0.334375"
"10770","0.33046875","0.33046875","0.33046875"
"10780","0.30546875","0.30546875","0.30546875"
"10790","0.32578125","0.32578125","0.32578125"
"10800","0.30859375","0.30859375","0.30859375"
"10810","0.3140625","0.3140625","0.3140625"
"10820","0.30390625","0.30390625","0.30390625"
"10830","0.30234375","0.30234375","0.30234375"
"10840","0.31015625","0.31015625","0.31015625"
"10850","0.32578125","0.32578125","0.32578125"
"10860","0.30078125","0.30078125","0.30078125"
"10870","0.3125","0.3125","0.3125"
"10880","0.3296875","0.3296875","0.3296875"
"10890","0.30859375","0.30859375","0.30859375"
"10900","0.31953125","0.31953125","0.31953125"
"10910","0.30703125","0.30703125","0.30703125"
"10920","0.3296875","0.3296875","0.3296875"
"10930","0.3203125","0.3203125","0.3203125"
"10940","0.3140625","0.3140625","0.3140625"
"10950","0.0609375","0.0609375","0.0609375"
"10960","0.31328125","0.31328125","0.31328125"
"10970","0.32421875","0.32421875","0.32421875"
"10980","0.33359375","0.33359375","0.33359375"
"10990","0.27734375","0.27734375","0.27734375"
"11000","0.3328125","0.3328125","0.3328125"
"11010","0.303125","0.303125","0.303125"
"11020","0.3078125","0.3078125","0.3078125"
"11030","0.29921875","0.29921875","0.29921875"
"11040","0.3265625","0.3265625","0.3265625"
"11050","0.34140625","0.34140625","0.34140625"
"11060","0.3484375","0.3484375","0.3484375"
"11070","0.31875","0.31875","0.31875"
"11080","0.328125","0.328125","0.328125"
"11090","0.3046875","0.3046875","0.3046875"
"11100","0.32734375","0.32734375","0.32734375"
"11110","0.3046875","0.3046875","0.3046875"
"11120","0.31484375","0.31484375","0.31484375"
"11130","0.30546875","0.30546875","0.30546875"
"11140","0.32109375","0.32109375","0.32109375"
"11150","0.29765625","0.29765625","0.29765625"
"11160","0.29375","0.29375","0.29375"
"11170","0.30234375","0.30234375","0.30234375"
"11180","0.31015625","0.31015625","0.31015625"
"11190","0.3125","0.3125","0.3125"
"11200","0.2953125","0.2953125","0.2953125"
"11210","0.315625","0.315625","0.315625"
"11220","0.30703125","0.30703125","0.30703125"
"11230","0.31484375","0.31484375","0.31484375"
"11240","0.33828125","0.33828125","0.33828125"
"11250","0.29609375","0.29609375","0.29609375"
"11260","0.30234375","0.30234375","0.30234375"
"11270","0.32265625","0.32265625","0.32265625"
"11280","0.32734375","0.32734375","0.32734375"
"11290","0.3203125","0.3203125","0.3203125"
"11300","0.30859375","0.30859375","0.30859375"
"11310","0.30078125","0.30078125","0.30078125"
"11320","0.31953125","0.31953125","0.31953125"
"11330","0.31875","0.31875","0.31875"
"11340","0.03984375","0.03984375","0.03984375"
"11350","0.30625","0.30625","0.30625"
"11360","0.303125","0.303125","0.303125"
"11370","0.353125","0.353125","0.353125"
"11380","0.31953125","0.31953125","0.31953125"
"11390","0.31796875","0.31796875","0.31796875"
"11400","0.30546875","0.30546875","0.30546875"
"11410","0.3453125","0.3453125","0.3453125"
"11420","0.3265625","0.3265625","0.3265625"
"11430","0.3125","0.3125","0.3125"
"11440","0.3140625","0.3140625","0.3140625"
"11450","0.31953125","0.31953125","0.31953125"
"11460","0.3","0.3","0.3"
"11470","0.31640625","0.31640625","0.31640625"
"11480","0.328125","0.328125","0.328125"
"11490","0.29609375","0.29609375","0.29609375"
"11500","0.3109375","0.3109375","0.3109375"
"11510","0.30703125","0.30703125","0.30703125"
"11520","0.30625","0.30625","0.30625"
"11530","0.33828125","0.33828125","0.33828125"
"11540","0.3109375","0.3109375","0.3109375"
"11550","0.33515625","0.33515625","0.33515625"
"11560","0.3078125","0.3078125","0.3078125"
"11570","0.33046875","0.33046875","0.33046875"
"11580","0.31328125","0.31328125","0.31328125"
"11590","0.315625","0.315625","0.315625"
"11600","0.328125","0.328125","0.328125"
"11610","0.315625","0.315625","0.315625"
"11620","0.32734375","0.32734375","0.32734375"
"11630","0.30859375","0.30859375","0.30859375"
"11640","0.3015625","0.3015625","0.3015625"
"11650","0.3234375","0.3234375","0.3234375"
"11660","0.346875","0.346875","0.346875"
"11670","0.325","0.325","0.325"
"11680","0.3078125","0.3078125","0.3078125"
"11690","0.32421875","0.32421875","0.32421875"
"11700","0.30859375","0.30859375","0.30859375"
"11710","0.33125","0.33125","0.33125"
"11720","0.3","0.3","0.3"
"11730","0.29625000059604645","0.29625000059604645","0.29625000059604645"
"11740","0.30390625","0.30390625","0.30390625"
"11750","0.3015625","0.3015625","0.3015625"
"11760","0.309375","0.309375","0.309375"
"11770","0.3015625","0.3015625","0.3015625"
"11780","0.33203125","0.33203125","0.33203125"
"11790","0.33359375","0.33359375","0.33359375"
"11800","0.303125","0.303125","0.303125"
"11810","0.31015625","0.31015625","0.31015625"
"11820","0.32421875","0.32421875","0.32421875"
"11830","0.303125","0.303125","0.303125"
"11840","0.32109375","0.32109375","0.32109375"
"11850","0.3234375","0.3234375","0.3234375"
"11860","0.3140625","0.3140625","0.3140625"
"11870","0.33828125","0.33828125","0.33828125"
"11880","0.3078125","0.3078125","0.3078125"
"11890","0.2953125","0.2953125","0.2953125"
"11900","0.3375","0.3375","0.3375"
"11910","0.309375","0.309375","0.309375"
"11920","0.30703125","0.30703125","0.30703125"
"11930","0.30703125","0.30703125","0.30703125"
"11940","0.296875","0.296875","0.296875"
"11950","0.3125","0.3125","0.3125"
"11960","0.31484375","0.31484375","0.31484375"
"11970","0.3375","0.3375","0.3375"
"11980","0.33984375","0.33984375","0.33984375"
"11990","0.3125","0.3125","0.3125"
"12000","0.3328125","0.3328125","0.3328125"
"12010","0.29453125","0.29453125","0.29453125"
"12020","0.3328125","0.3328125","0.3328125"
"12030","0.32890625","0.32890625","0.32890625"
"12040","0.30703125","0.30703125","0.30703125"
"12050","0.30859375","0.30859375","0.30859375"
"12060","0.3171875","0.3171875","0.3171875"
"12070","0.296875","0.296875","0.296875"
"12080","0.33671875","0.33671875","0.33671875"
"12090","0.3234375","0.3234375","0.3234375"
"12100","0.31953125","0.31953125","0.31953125"
"12110","0.31640625","0.31640625","0.31640625"
"12120","0.31875","0.31875","0.31875"
"12130","0.28203125","0.28203125","0.28203125"
"12140","0.30234375","0.30234375","0.30234375"
"12150","0.34375","0.34375","0.34375"
"12160","0.30078125","0.30078125","0.30078125"
"12170","0.3125","0.3125","0.3125"
"12180","0.321875","0.321875","0.321875"
"12190","0.3109375","0.3109375","0.3109375"
"12200","0.32265625","0.32265625","0.32265625"
"12210","0.31171875","0.31171875","0.31171875"
"12220","0.2984375","0.2984375","0.2984375"
"12230","0.30703125","0.30703125","0.30703125"
"12240","0.30390625","0.30390625","0.30390625"
"12250","0.321875","0.321875","0.321875"
"12260","0.33203125","0.33203125","0.33203125"
"12270","0.296875","0.296875","0.296875"
"12280","0.3265625","0.3265625","0.3265625"
"12290","0.3265625","0.3265625","0.3265625"
"12300","0.31484375","0.31484375","0.31484375"
"12310","0.32265625","0.32265625","0.32265625"
"12320","0.31796875","0.31796875","0.31796875"
"12330","0.30625","0.30625","0.30625"
"12340","0.29296875","0.29296875","0.29296875"
"12350","0.296875","0.296875","0.296875"
"12360","0.328125","0.328125","0.328125"
"12370","0.3046875","0.3046875","0.3046875"
"12380","0.31171875","0.31171875","0.31171875"
"12390","0.31875","0.31875","0.31875"
"12400","0.3359375","0.3359375","0.3359375"
"12410","0.325","0.325","0.325"
"12420","0.30234375","0.30234375","0.30234375"
"12430","0.3203125","0.3203125","0.3203125"
"12440","0.31640625","0.31640625","0.31640625"
"12450","0.32734375","0.32734375","0.32734375"
"12460","0.303125","0.303125","0.303125"
"12470","0.32265625","0.32265625","0.32265625"
"12480","0.30625","0.30625","0.30625"
"12490","0.34296875","0.34296875","0.34296875"
"12500","0.325","0.325","0.325"
"12510","0.33125","0.33125","0.33125"
"12520","0.2390625","0.2390625","0.2390625"
"12530","0.3140625","0.3140625","0.3140625"
"12540","0.32734375","0.32734375","0.32734375"
"12550","0.3390625","0.3390625","0.3390625"
"12560","0.315625","0.315625","0.315625"
"12570","0.3328125","0.3328125","0.3328125"
"12580","0.3171875","0.3171875","0.3171875"
