"Step","logistic - train_acc","logistic - train_acc__MIN","logistic - train_acc__MAX"
"1240","0.18984375","0.18984375","0.18984375"
"1250","0.2015625","0.2015625","0.2015625"
"1260","0.215625","0.215625","0.215625"
"1270","0.2109375","0.2109375","0.2109375"
"1280","0.203125","0.203125","0.203125"
"1290","0.184375","0.184375","0.184375"
"1300","0.2046875","0.2046875","0.2046875"
"1310","0.21328125","0.21328125","0.21328125"
"1320","0.2203125","0.2203125","0.2203125"
"1330","0.19453125","0.19453125","0.19453125"
"1340","0.1984375","0.1984375","0.1984375"
"1350","0.196875","0.196875","0.196875"
"1360","0.25078125","0.25078125","0.25078125"
"1370","0.2","0.2","0.2"
"1380","0.23125","0.23125","0.23125"
"1390","0.2265625","0.2265625","0.2265625"
"1400","0.221875","0.221875","0.221875"
"1410","0.21953125","0.21953125","0.21953125"
"1420","0.19609375","0.19609375","0.19609375"
"1430","0.2078125","0.2078125","0.2078125"
"1440","0.20234375","0.20234375","0.20234375"
"1450","0.240625","0.240625","0.240625"
"1460","0.2328125","0.2328125","0.2328125"
"1470","0.225","0.225","0.225"
"1480","0.21484375","0.21484375","0.21484375"
"1490","0.234375","0.234375","0.234375"
"1500","0.20859375","0.20859375","0.20859375"
"1510","0.20078125","0.20078125","0.20078125"
"1520","0.2484375","0.2484375","0.2484375"
"1530","0.21875","0.21875","0.21875"
"1540","0.23984375","0.23984375","0.23984375"
"1550","0.2046875","0.2046875","0.2046875"
"1560","0.21171875","0.21171875","0.21171875"
"1570","0.13515625","0.13515625","0.13515625"
"1580","0.23515625","0.23515625","0.23515625"
"1590","0.21796875","0.21796875","0.21796875"
"1600","0.18671875","0.18671875","0.18671875"
"1610","0.23515625","0.23515625","0.23515625"
"1620","0.2140625","0.2140625","0.2140625"
"1630","0.21796875","0.21796875","0.21796875"
"1640","0.2078125","0.2078125","0.2078125"
"1650","0.20390625","0.20390625","0.20390625"
"1660","0.21953125","0.21953125","0.21953125"
"1670","0.22578125","0.22578125","0.22578125"
"1680","0.22421875","0.22421875","0.22421875"
"1690","0.2421875","0.2421875","0.2421875"
"1700","0.228125","0.228125","0.228125"
"1710","0.20625","0.20625","0.20625"
"1720","0.23125","0.23125","0.23125"
"1730","0.2375","0.2375","0.2375"
"1740","0.25390625","0.25390625","0.25390625"
"1750","0.24921875","0.24921875","0.24921875"
"1760","0.2234375","0.2234375","0.2234375"
"1770","0.2125","0.2125","0.2125"
"1780","0.22734375","0.22734375","0.22734375"
"1790","0.23359375","0.23359375","0.23359375"
"1800","0.228125","0.228125","0.228125"
"1810","0.24921875","0.24921875","0.24921875"
"1820","0.2421875","0.2421875","0.2421875"
"1830","0.2421875","0.2421875","0.2421875"
"1840","0.24921875","0.24921875","0.24921875"
"1850","0.24375","0.24375","0.24375"
"1860","0.23515625","0.23515625","0.23515625"
"1870","0.21328125","0.21328125","0.21328125"
"1880","0.23671875","0.23671875","0.23671875"
"1890","0.23515625","0.23515625","0.23515625"
"1900","0.23046875","0.23046875","0.23046875"
"1910","0.23359375","0.23359375","0.23359375"
"1920","0.21796875","0.21796875","0.21796875"
"1930","0.25546875","0.25546875","0.25546875"
"1940","0.2375","0.2375","0.2375"
"1950","0.2375","0.2375","0.2375"
"1960","0.10625","0.10625","0.10625"
"1970","0.23671875","0.23671875","0.23671875"
"1980","0.2359375","0.2359375","0.2359375"
"1990","0.225","0.225","0.225"
"2000","0.2265625","0.2265625","0.2265625"
"2010","0.23515625","0.23515625","0.23515625"
"2020","0.2359375","0.2359375","0.2359375"
"2030","0.23359375","0.23359375","0.23359375"
"2040","0.25234375","0.25234375","0.25234375"
"2050","0.234375","0.234375","0.234375"
"2060","0.2390625","0.2390625","0.2390625"
"2070","0.2484375","0.2484375","0.2484375"
"2080","0.22734375","0.22734375","0.22734375"
"2090","0.2375","0.2375","0.2375"
"2100","0.23828125","0.23828125","0.23828125"
"2110","0.21171875","0.21171875","0.21171875"
"2120","0.22109375","0.22109375","0.22109375"
"2130","0.23984375","0.23984375","0.23984375"
"2140","0.240625","0.240625","0.240625"
"2150","0.25","0.25","0.25"
"2160","0.2453125","0.2453125","0.2453125"
"2170","0.24765625","0.24765625","0.24765625"
"2180","0.23984375","0.23984375","0.23984375"
"2190","0.24375","0.24375","0.24375"
"2200","0.2671875","0.2671875","0.2671875"
"2210","0.259375","0.259375","0.259375"
"2220","0.2484375","0.2484375","0.2484375"
"2230","0.2234375","0.2234375","0.2234375"
"2240","0.23984375","0.23984375","0.23984375"
"2250","0.21640625","0.21640625","0.21640625"
"2260","0.2453125","0.2453125","0.2453125"
"2270","0.2328125","0.2328125","0.2328125"
"2280","0.25078125","0.25078125","0.25078125"
"2290","0.25546875","0.25546875","0.25546875"
"2300","0.26875","0.26875","0.26875"
"2310","0.24921875","0.24921875","0.24921875"
"2320","0.2640625","0.2640625","0.2640625"
"2330","0.23828125","0.23828125","0.23828125"
"2340","0.2453125","0.2453125","0.2453125"
"2350","0.09765625","0.09765625","0.09765625"
"2360","0.25390625","0.25390625","0.25390625"
"2370","0.26328125","0.26328125","0.26328125"
"2380","0.23359375","0.23359375","0.23359375"
"2390","0.2640625","0.2640625","0.2640625"
"2400","0.2609375","0.2609375","0.2609375"
"2410","0.2421875","0.2421875","0.2421875"
"2420","0.2328125","0.2328125","0.2328125"
"2430","0.246875","0.246875","0.246875"
"2440","0.2609375","0.2609375","0.2609375"
"2450","0.24921875","0.24921875","0.24921875"
"2460","0.2515625","0.2515625","0.2515625"
"2470","0.26171875","0.26171875","0.26171875"
"2480","0.2546875","0.2546875","0.2546875"
"2490","0.23515625","0.23515625","0.23515625"
"2500","0.24296875","0.24296875","0.24296875"
"2510","0.24609375","0.24609375","0.24609375"
"2520","0.23984375","0.23984375","0.23984375"
"2530","0.23671875","0.23671875","0.23671875"
"2540","0.2546875","0.2546875","0.2546875"
"2550","0.2296875","0.2296875","0.2296875"
"2560","0.2484375","0.2484375","0.2484375"
"2570","0.2546875","0.2546875","0.2546875"
"2580","0.265625","0.265625","0.265625"
"2590","0.27578125","0.27578125","0.27578125"
"2600","0.2390625","0.2390625","0.2390625"
"2610","0.23984375","0.23984375","0.23984375"
"2620","0.2625","0.2625","0.2625"
"2630","0.2546875","0.2546875","0.2546875"
"2640","0.2453125","0.2453125","0.2453125"
"2650","0.2265625","0.2265625","0.2265625"
"2660","0.26328125","0.26328125","0.26328125"
"2670","0.26640625","0.26640625","0.26640625"
"2680","0.26015625","0.26015625","0.26015625"
"2690","0.26796875","0.26796875","0.26796875"
"2700","0.26328125","0.26328125","0.26328125"
"2710","0.24140625","0.24140625","0.24140625"
"2720","0.271875","0.271875","0.271875"
"2730","0.24296875","0.24296875","0.24296875"
"2740","0.0828125","0.0828125","0.0828125"
"2750","0.2640625","0.2640625","0.2640625"
"2760","0.25546875","0.25546875","0.25546875"
"2770","0.25234375","0.25234375","0.25234375"
"2780","0.23984375","0.23984375","0.23984375"
"2790","0.27578125","0.27578125","0.27578125"
"2800","0.2515625","0.2515625","0.2515625"
"2810","0.25546875","0.25546875","0.25546875"
"2820","0.259375","0.259375","0.259375"
"2830","0.25","0.25","0.25"
"2840","0.26640625","0.26640625","0.26640625"
"2850","0.240625","0.240625","0.240625"
"2860","0.24765625","0.24765625","0.24765625"
"2870","0.24765625","0.24765625","0.24765625"
"2880","0.23984375","0.23984375","0.23984375"
"2890","0.25390625","0.25390625","0.25390625"
"2900","0.24921875","0.24921875","0.24921875"
"2910","0.26015625","0.26015625","0.26015625"
"2920","0.2703125","0.2703125","0.2703125"
"2930","0.21875","0.21875","0.21875"
"2940","0.2703125","0.2703125","0.2703125"
"2950","0.25546875","0.25546875","0.25546875"
"2960","0.24453125","0.24453125","0.24453125"
"2970","0.25859375","0.25859375","0.25859375"
"2980","0.234375","0.234375","0.234375"
"2990","0.26328125","0.26328125","0.26328125"
"3000","0.259375","0.259375","0.259375"
"3010","0.2734375","0.2734375","0.2734375"
"3020","0.2484375","0.2484375","0.2484375"
"3030","0.27578125","0.27578125","0.27578125"
"3040","0.25","0.25","0.25"
"3050","0.26796875","0.26796875","0.26796875"
"3060","0.24765625","0.24765625","0.24765625"
"3070","0.25625","0.25625","0.25625"
"3080","0.271875","0.271875","0.271875"
"3090","0.26328125","0.26328125","0.26328125"
"3100","0.26796875","0.26796875","0.26796875"
"3110","0.2609375","0.2609375","0.2609375"
"3120","0.26484375","0.26484375","0.26484375"
"3130","0.05078125","0.05078125","0.05078125"
"3140","0.2734375","0.2734375","0.2734375"
"3150","0.26875","0.26875","0.26875"
"3160","0.26796875","0.26796875","0.26796875"
"3170","0.2484375","0.2484375","0.2484375"
"3180","0.26015625","0.26015625","0.26015625"
"3190","0.2609375","0.2609375","0.2609375"
"3200","0.28046875","0.28046875","0.28046875"
"3210","0.26015625","0.26015625","0.26015625"
"3220","0.2640625","0.2640625","0.2640625"
"3230","0.24453125","0.24453125","0.24453125"
"3240","0.25703125","0.25703125","0.25703125"
"3250","0.26015625","0.26015625","0.26015625"
"3260","0.26640625","0.26640625","0.26640625"
"3270","0.26484375","0.26484375","0.26484375"
"3280","0.2578125","0.2578125","0.2578125"
"3290","0.2765625","0.2765625","0.2765625"
"3300","0.2640625","0.2640625","0.2640625"
"3310","0.27421875","0.27421875","0.27421875"
"3320","0.25546875","0.25546875","0.25546875"
"3330","0.24296875","0.24296875","0.24296875"
"3340","0.26640625","0.26640625","0.26640625"
"3350","0.2734375","0.2734375","0.2734375"
"3360","0.26640625","0.26640625","0.26640625"
"3370","0.2640625","0.2640625","0.2640625"
"3380","0.2640625","0.2640625","0.2640625"
"3390","0.25703125","0.25703125","0.25703125"
"3400","0.2828125","0.2828125","0.2828125"
"3410","0.27109375","0.27109375","0.27109375"
"3420","0.2703125","0.2703125","0.2703125"
"3430","0.26875","0.26875","0.26875"
"3440","0.26796875","0.26796875","0.26796875"
"3450","0.2734375","0.2734375","0.2734375"
"3460","0.259375","0.259375","0.259375"
"3470","0.26015625","0.26015625","0.26015625"
"3480","0.2640625","0.2640625","0.2640625"
"3490","0.278125","0.278125","0.278125"
"3500","0.26640625","0.26640625","0.26640625"
"3510","0.2703125","0.2703125","0.2703125"
"3520","0.02578125","0.02578125","0.02578125"
"3530","0.26015625","0.26015625","0.26015625"
"3540","0.2671875","0.2671875","0.2671875"
"3550","0.284375","0.284375","0.284375"
"3560","0.2609375","0.2609375","0.2609375"
"3570","0.27109375","0.27109375","0.27109375"
"3580","0.2515625","0.2515625","0.2515625"
"3590","0.25390625","0.25390625","0.25390625"
"3600","0.2625","0.2625","0.2625"
"3610","0.2546875","0.2546875","0.2546875"
"3620","0.2765625","0.2765625","0.2765625"
"3630","0.275","0.275","0.275"
"3640","0.24453125","0.24453125","0.24453125"
"3650","0.26875","0.26875","0.26875"
"3660","0.2703125","0.2703125","0.2703125"
"3670","0.275","0.275","0.275"
"3680","0.25546875","0.25546875","0.25546875"
"3690","0.27734375","0.27734375","0.27734375"
"3700","0.23515625","0.23515625","0.23515625"
"3710","0.2734375","0.2734375","0.2734375"
"3720","0.296875","0.296875","0.296875"
"3730","0.2703125","0.2703125","0.2703125"
"3740","0.2875","0.2875","0.2875"
"3750","0.2875","0.2875","0.2875"
"3760","0.26953125","0.26953125","0.26953125"
"3770","0.2765625","0.2765625","0.2765625"
"3780","0.27421875","0.27421875","0.27421875"
"3790","0.2625","0.2625","0.2625"
"3800","0.25703125","0.25703125","0.25703125"
"3810","0.271875","0.271875","0.271875"
"3820","0.28203125","0.28203125","0.28203125"
"3830","0.25390625","0.25390625","0.25390625"
"3840","0.2375","0.2375","0.2375"
"3850","0.2765625","0.2765625","0.2765625"
"3860","0.2703125","0.2703125","0.2703125"
"3870","0.26484375","0.26484375","0.26484375"
"3880","0.2703125","0.2703125","0.2703125"
"3890","0.2609375","0.2609375","0.2609375"
"3900","0.27421875","0.27421875","0.27421875"
"3910","0.2918750002980232","0.2918750002980232","0.2918750002980232"
"3920","0.271875","0.271875","0.271875"
"3930","0.2328125","0.2328125","0.2328125"
"3940","0.27578125","0.27578125","0.27578125"
"3950","0.278125","0.278125","0.278125"
"3960","0.25390625","0.25390625","0.25390625"
"3970","0.29609375","0.29609375","0.29609375"
"3980","0.26640625","0.26640625","0.26640625"
"3990","0.271875","0.271875","0.271875"
"4000","0.275","0.275","0.275"
"4010","0.28046875","0.28046875","0.28046875"
"4020","0.28203125","0.28203125","0.28203125"
"4030","0.275","0.275","0.275"
"4040","0.26796875","0.26796875","0.26796875"
"4050","0.271875","0.271875","0.271875"
"4060","0.26484375","0.26484375","0.26484375"
"4070","0.2609375","0.2609375","0.2609375"
"4080","0.2765625","0.2765625","0.2765625"
"4090","0.2546875","0.2546875","0.2546875"
"4100","0.27890625","0.27890625","0.27890625"
"4110","0.27578125","0.27578125","0.27578125"
"4120","0.290625","0.290625","0.290625"
"4130","0.2640625","0.2640625","0.2640625"
"4140","0.28984375","0.28984375","0.28984375"
"4150","0.27734375","0.27734375","0.27734375"
"4160","0.27890625","0.27890625","0.27890625"
"4170","0.26171875","0.26171875","0.26171875"
"4180","0.2671875","0.2671875","0.2671875"
"4190","0.271875","0.271875","0.271875"
"4200","0.278125","0.278125","0.278125"
"4210","0.2734375","0.2734375","0.2734375"
"4220","0.3","0.3","0.3"
"4230","0.2859375","0.2859375","0.2859375"
"4240","0.25703125","0.25703125","0.25703125"
"4250","0.26875","0.26875","0.26875"
"4260","0.2875","0.2875","0.2875"
"4270","0.2828125","0.2828125","0.2828125"
"4280","0.26953125","0.26953125","0.26953125"
"4290","0.26796875","0.26796875","0.26796875"
"4300","0.2796875","0.2796875","0.2796875"
"4310","0.240625","0.240625","0.240625"
"4320","0.28359375","0.28359375","0.28359375"
"4330","0.253125","0.253125","0.253125"
"4340","0.2578125","0.2578125","0.2578125"
"4350","0.25","0.25","0.25"
"4360","0.290625","0.290625","0.290625"
"4370","0.29453125","0.29453125","0.29453125"
"4380","0.27421875","0.27421875","0.27421875"
"4390","0.2671875","0.2671875","0.2671875"
"4400","0.28046875","0.28046875","0.28046875"
"4410","0.275","0.275","0.275"
"4420","0.275","0.275","0.275"
"4430","0.28359375","0.28359375","0.28359375"
"4440","0.29140625","0.29140625","0.29140625"
"4450","0.265625","0.265625","0.265625"
"4460","0.27890625","0.27890625","0.27890625"
"4470","0.2765625","0.2765625","0.2765625"
"4480","0.28671875","0.28671875","0.28671875"
"4490","0.28125","0.28125","0.28125"
"4500","0.2734375","0.2734375","0.2734375"
"4510","0.2859375","0.2859375","0.2859375"
"4520","0.2640625","0.2640625","0.2640625"
"4530","0.27421875","0.27421875","0.27421875"
"4540","0.28671875","0.28671875","0.28671875"
"4550","0.26640625","0.26640625","0.26640625"
"4560","0.2703125","0.2703125","0.2703125"
"4570","0.25234375","0.25234375","0.25234375"
"4580","0.2828125","0.2828125","0.2828125"
"4590","0.31328125","0.31328125","0.31328125"
"4600","0.29609375","0.29609375","0.29609375"
"4610","0.2890625","0.2890625","0.2890625"
"4620","0.3078125","0.3078125","0.3078125"
"4630","0.28984375","0.28984375","0.28984375"
"4640","0.27890625","0.27890625","0.27890625"
"4650","0.28515625","0.28515625","0.28515625"
"4660","0.2828125","0.2828125","0.2828125"
"4670","0.2734375","0.2734375","0.2734375"
"4680","0.28984375","0.28984375","0.28984375"
"4690","0.278125","0.278125","0.278125"
"4700","0.22421875","0.22421875","0.22421875"
"4710","0.29296875","0.29296875","0.29296875"
"4720","0.2796875","0.2796875","0.2796875"
"4730","0.2890625","0.2890625","0.2890625"
"4740","0.275","0.275","0.275"
"4750","0.28515625","0.28515625","0.28515625"
"4760","0.2703125","0.2703125","0.2703125"
"4770","0.2921875","0.2921875","0.2921875"
"4780","0.2921875","0.2921875","0.2921875"
"4790","0.2875","0.2875","0.2875"
"4800","0.29609375","0.29609375","0.29609375"
"4810","0.2828125","0.2828125","0.2828125"
"4820","0.28359375","0.28359375","0.28359375"
"4830","0.26171875","0.26171875","0.26171875"
"4840","0.2890625","0.2890625","0.2890625"
"4850","0.2796875","0.2796875","0.2796875"
"4860","0.28125","0.28125","0.28125"
"4870","0.27734375","0.27734375","0.27734375"
"4880","0.29609375","0.29609375","0.29609375"
"4890","0.303125","0.303125","0.303125"
"4900","0.2515625","0.2515625","0.2515625"
"4910","0.29765625","0.29765625","0.29765625"
"4920","0.28515625","0.28515625","0.28515625"
"4930","0.2734375","0.2734375","0.2734375"
"4940","0.31875","0.31875","0.31875"
"4950","0.29609375","0.29609375","0.29609375"
"4960","0.28125","0.28125","0.28125"
"4970","0.265625","0.265625","0.265625"
"4980","0.2578125","0.2578125","0.2578125"
"4990","0.290625","0.290625","0.290625"
"5000","0.275","0.275","0.275"
"5010","0.296875","0.296875","0.296875"
"5020","0.3","0.3","0.3"
"5030","0.30703125","0.30703125","0.30703125"
"5040","0.28203125","0.28203125","0.28203125"
"5050","0.29609375","0.29609375","0.29609375"
"5060","0.28125","0.28125","0.28125"
"5070","0.253125","0.253125","0.253125"
"5080","0.26875","0.26875","0.26875"
"5090","0.2015625","0.2015625","0.2015625"
"5100","0.2796875","0.2796875","0.2796875"
"5110","0.29765625","0.29765625","0.29765625"
"5120","0.2890625","0.2890625","0.2890625"
"5130","0.28671875","0.28671875","0.28671875"
"5140","0.29296875","0.29296875","0.29296875"
"5150","0.271875","0.271875","0.271875"
"5160","0.29296875","0.29296875","0.29296875"
"5170","0.29921875","0.29921875","0.29921875"
"5180","0.284375","0.284375","0.284375"
"5190","0.2875","0.2875","0.2875"
"5200","0.27734375","0.27734375","0.27734375"
"5210","0.29453125","0.29453125","0.29453125"
"5220","0.28125","0.28125","0.28125"
"5230","0.2734375","0.2734375","0.2734375"
"5240","0.27265625","0.27265625","0.27265625"
"5250","0.26640625","0.26640625","0.26640625"
"5260","0.2671875","0.2671875","0.2671875"
"5270","0.3046875","0.3046875","0.3046875"
"5280","0.29296875","0.29296875","0.29296875"
"5290","0.28828125","0.28828125","0.28828125"
"5300","0.28984375","0.28984375","0.28984375"
"5310","0.31015625","0.31015625","0.31015625"
"5320","0.2921875","0.2921875","0.2921875"
"5330","0.278125","0.278125","0.278125"
"5340","0.28828125","0.28828125","0.28828125"
"5350","0.29609375","0.29609375","0.29609375"
"5360","0.2859375","0.2859375","0.2859375"
"5370","0.275","0.275","0.275"
"5380","0.27734375","0.27734375","0.27734375"
"5390","0.28125","0.28125","0.28125"
"5400","0.28671875","0.28671875","0.28671875"
"5410","0.2953125","0.2953125","0.2953125"
"5420","0.26015625","0.26015625","0.26015625"
"5430","0.296875","0.296875","0.296875"
"5440","0.2921875","0.2921875","0.2921875"
"5450","0.303125","0.303125","0.303125"
"5460","0.28671875","0.28671875","0.28671875"
"5470","0.30078125","0.30078125","0.30078125"
"5480","0.15390625","0.15390625","0.15390625"
"5490","0.28671875","0.28671875","0.28671875"
"5500","0.28125","0.28125","0.28125"
"5510","0.2953125","0.2953125","0.2953125"
"5520","0.2828125","0.2828125","0.2828125"
"5530","0.2796875","0.2796875","0.2796875"
"5540","0.26328125","0.26328125","0.26328125"
"5550","0.2734375","0.2734375","0.2734375"
"5560","0.2984375","0.2984375","0.2984375"
"5570","0.2796875","0.2796875","0.2796875"
"5580","0.28359375","0.28359375","0.28359375"
"5590","0.3171875","0.3171875","0.3171875"
"5600","0.271875","0.271875","0.271875"
"5610","0.28984375","0.28984375","0.28984375"
"5620","0.31015625","0.31015625","0.31015625"
"5630","0.2828125","0.2828125","0.2828125"
"5640","0.30546875","0.30546875","0.30546875"
"5650","0.3046875","0.3046875","0.3046875"
"5660","0.3015625","0.3015625","0.3015625"
"5670","0.28515625","0.28515625","0.28515625"
"5680","0.29375","0.29375","0.29375"
"5690","0.2921875","0.2921875","0.2921875"
"5700","0.278125","0.278125","0.278125"
"5710","0.31796875","0.31796875","0.31796875"
"5720","0.2921875","0.2921875","0.2921875"
"5730","0.2921875","0.2921875","0.2921875"
"5740","0.2859375","0.2859375","0.2859375"
"5750","0.27734375","0.27734375","0.27734375"
"5760","0.29296875","0.29296875","0.29296875"
"5770","0.33125","0.33125","0.33125"
"5780","0.2546875","0.2546875","0.2546875"
"5790","0.29375","0.29375","0.29375"
"5800","0.29765625","0.29765625","0.29765625"
"5810","0.2765625","0.2765625","0.2765625"
"5820","0.28125","0.28125","0.28125"
"5830","0.30078125","0.30078125","0.30078125"
"5840","0.29921875","0.29921875","0.29921875"
"5850","0.2984375","0.2984375","0.2984375"
"5860","0.3109375","0.3109375","0.3109375"
"5870","0.14765625","0.14765625","0.14765625"
"5880","0.30078125","0.30078125","0.30078125"
"5890","0.27578125","0.27578125","0.27578125"
"5900","0.2859375","0.2859375","0.2859375"
"5910","0.30078125","0.30078125","0.30078125"
"5920","0.2953125","0.2953125","0.2953125"
"5930","0.28671875","0.28671875","0.28671875"
"5940","0.3046875","0.3046875","0.3046875"
"5950","0.28984375","0.28984375","0.28984375"
"5960","0.25390625","0.25390625","0.25390625"
"5970","0.296875","0.296875","0.296875"
"5980","0.31953125","0.31953125","0.31953125"
"5990","0.27890625","0.27890625","0.27890625"
"6000","0.2921875","0.2921875","0.2921875"
"6010","0.2921875","0.2921875","0.2921875"
"6020","0.30390625","0.30390625","0.30390625"
"6030","0.30078125","0.30078125","0.30078125"
"6040","0.2953125","0.2953125","0.2953125"
"6050","0.3078125","0.3078125","0.3078125"
"6060","0.290625","0.290625","0.290625"
"6070","0.2953125","0.2953125","0.2953125"
"6080","0.28515625","0.28515625","0.28515625"
"6090","0.3015625","0.3015625","0.3015625"
"6100","0.2953125","0.2953125","0.2953125"
"6110","0.30234375","0.30234375","0.30234375"
"6120","0.30234375","0.30234375","0.30234375"
"6130","0.2875","0.2875","0.2875"
"6140","0.29453125","0.29453125","0.29453125"
"6150","0.2859375","0.2859375","0.2859375"
"6160","0.290625","0.290625","0.290625"
"6170","0.28046875","0.28046875","0.28046875"
"6180","0.30390625","0.30390625","0.30390625"
"6190","0.284375","0.284375","0.284375"
"6200","0.29921875","0.29921875","0.29921875"
"6210","0.2828125","0.2828125","0.2828125"
"6220","0.2984375","0.2984375","0.2984375"
"6230","0.275","0.275","0.275"
"6240","0.29296875","0.29296875","0.29296875"
"6250","0.309375","0.309375","0.309375"
"6260","0.11796875","0.11796875","0.11796875"
"6270","0.2953125","0.2953125","0.2953125"
"6280","0.28828125","0.28828125","0.28828125"
"6290","0.30546875","0.30546875","0.30546875"
"6300","0.3171875","0.3171875","0.3171875"
"6310","0.32578125","0.32578125","0.32578125"
