"Step","vit_cifar10_ft_from_imagenet_lr2e-4_bs512 - finetune/iter_loss","vit_cifar10_ft_from_imagenet_lr2e-4_bs512 - finetune/iter_loss__MIN","vit_cifar10_ft_from_imagenet_lr2e-4_bs512 - finetune/iter_loss__MAX"
"67","1.0279985666275024","1.0279985666275024","1.0279985666275024"
"68","1.0563414096832275","1.0563414096832275","1.0563414096832275"
"69","1.011624813079834","1.011624813079834","1.011624813079834"
"70","1.0213139057159424","1.0213139057159424","1.0213139057159424"
"71","1.0218700170516968","1.0218700170516968","1.0218700170516968"
"72","1.054100513458252","1.054100513458252","1.054100513458252"
"73","1.0297563076019287","1.0297563076019287","1.0297563076019287"
"74","0.9798957109451294","0.9798957109451294","0.9798957109451294"
"75","0.983568549156189","0.983568549156189","0.983568549156189"
"76","0.9922289848327637","0.9922289848327637","0.9922289848327637"
"77","0.9615586996078491","0.9615586996078491","0.9615586996078491"
"78","0.9737857580184937","0.9737857580184937","0.9737857580184937"
"79","0.9590039253234863","0.9590039253234863","0.9590039253234863"
"80","0.9385955333709717","0.9385955333709717","0.9385955333709717"
"81","1.0101579427719116","1.0101579427719116","1.0101579427719116"
"82","0.9442473649978638","0.9442473649978638","0.9442473649978638"
"83","0.9588021039962769","0.9588021039962769","0.9588021039962769"
"84","0.9536424875259399","0.9536424875259399","0.9536424875259399"
"85","0.9958807229995728","0.9958807229995728","0.9958807229995728"
"86","0.9414799213409424","0.9414799213409424","0.9414799213409424"
"87","0.987849235534668","0.987849235534668","0.987849235534668"
"88","0.9415762424468994","0.9415762424468994","0.9415762424468994"
"89","0.8762065768241882","0.8762065768241882","0.8762065768241882"
"90","0.9626431465148926","0.9626431465148926","0.9626431465148926"
"91","0.9260948896408081","0.9260948896408081","0.9260948896408081"
"92","0.9512666463851929","0.9512666463851929","0.9512666463851929"
"93","0.9533474445343018","0.9533474445343018","0.9533474445343018"
"94","0.8991836905479431","0.8991836905479431","0.8991836905479431"
"95","0.9033250212669373","0.9033250212669373","0.9033250212669373"
"96","0.9325581789016724","0.9325581789016724","0.9325581789016724"
"97","0.8819835186004639","0.8819835186004639","0.8819835186004639"
"98","0.9322260618209839","0.9322260618209839","0.9322260618209839"
"99","0.8857633471488953","0.8857633471488953","0.8857633471488953"
"100","0.905493974685669","0.905493974685669","0.905493974685669"
"101","0.8420891761779785","0.8420891761779785","0.8420891761779785"
"102","0.8828622698783875","0.8828622698783875","0.8828622698783875"
"103","0.849385142326355","0.849385142326355","0.849385142326355"
"104","0.8724493980407715","0.8724493980407715","0.8724493980407715"
"105","0.8676530718803406","0.8676530718803406","0.8676530718803406"
"106","0.8725405931472778","0.8725405931472778","0.8725405931472778"
"107","0.8479783535003662","0.8479783535003662","0.8479783535003662"
"108","0.8559575080871582","0.8559575080871582","0.8559575080871582"
"109","0.8758828043937683","0.8758828043937683","0.8758828043937683"
"110","0.8579335808753967","0.8579335808753967","0.8579335808753967"
"111","0.8719251155853271","0.8719251155853271","0.8719251155853271"
"112","0.8747411370277405","0.8747411370277405","0.8747411370277405"
"113","0.8640772104263306","0.8640772104263306","0.8640772104263306"
"114","0.8954153656959534","0.8954153656959534","0.8954153656959534"
"115","0.8972930312156677","0.8972930312156677","0.8972930312156677"
"116","0.8913827538490295","0.8913827538490295","0.8913827538490295"
"117","0.8528938293457031","0.8528938293457031","0.8528938293457031"
"118","0.7960507869720459","0.7960507869720459","0.7960507869720459"
"119","0.8385086059570312","0.8385086059570312","0.8385086059570312"
"120","0.8294351100921631","0.8294351100921631","0.8294351100921631"
"121","0.8710312247276306","0.8710312247276306","0.8710312247276306"
"122","0.8657300472259521","0.8657300472259521","0.8657300472259521"
"123","0.8033105134963989","0.8033105134963989","0.8033105134963989"
"124","0.8178455829620361","0.8178455829620361","0.8178455829620361"
"125","0.8006943464279175","0.8006943464279175","0.8006943464279175"
"126","0.8300694227218628","0.8300694227218628","0.8300694227218628"
"127","0.8090934753417969","0.8090934753417969","0.8090934753417969"
"128","0.7878157496452332","0.7878157496452332","0.7878157496452332"
"129","0.8268054723739624","0.8268054723739624","0.8268054723739624"
"130","0.827440619468689","0.827440619468689","0.827440619468689"
"131","0.7837247252464294","0.7837247252464294","0.7837247252464294"
"132","0.7688642740249634","0.7688642740249634","0.7688642740249634"
"133","0.8140021562576294","0.8140021562576294","0.8140021562576294"
"134","0.8160334825515747","0.8160334825515747","0.8160334825515747"
"135","0.8043441772460938","0.8043441772460938","0.8043441772460938"
"136","0.8014229536056519","0.8014229536056519","0.8014229536056519"
"137","0.8157007694244385","0.8157007694244385","0.8157007694244385"
"138","0.8393669128417969","0.8393669128417969","0.8393669128417969"
"139","0.8021203279495239","0.8021203279495239","0.8021203279495239"
"140","0.8232544660568237","0.8232544660568237","0.8232544660568237"
"141","0.8040820360183716","0.8040820360183716","0.8040820360183716"
"142","0.7759497165679932","0.7759497165679932","0.7759497165679932"
"143","0.8099721670150757","0.8099721670150757","0.8099721670150757"
"144","0.7870148420333862","0.7870148420333862","0.7870148420333862"
"145","0.8198001384735107","0.8198001384735107","0.8198001384735107"
"146","0.8055664896965027","0.8055664896965027","0.8055664896965027"
"147","0.813650369644165","0.813650369644165","0.813650369644165"
"148","0.7481663823127747","0.7481663823127747","0.7481663823127747"
"149","0.7801995277404785","0.7801995277404785","0.7801995277404785"
"150","0.7838166356086731","0.7838166356086731","0.7838166356086731"
"151","0.7701280117034912","0.7701280117034912","0.7701280117034912"
"152","0.8087881207466125","0.8087881207466125","0.8087881207466125"
"153","0.7812552452087402","0.7812552452087402","0.7812552452087402"
"154","0.7848589420318604","0.7848589420318604","0.7848589420318604"
"155","0.7902491092681885","0.7902491092681885","0.7902491092681885"
"156","0.8058473467826843","0.8058473467826843","0.8058473467826843"
"157","0.7529584169387817","0.7529584169387817","0.7529584169387817"
"158","0.8127449750900269","0.8127449750900269","0.8127449750900269"
"159","0.7953557968139648","0.7953557968139648","0.7953557968139648"
"160","0.8248971700668335","0.8248971700668335","0.8248971700668335"
"161","0.8089923858642578","0.8089923858642578","0.8089923858642578"
"162","0.7768850922584534","0.7768850922584534","0.7768850922584534"
"163","0.782016396522522","0.782016396522522","0.782016396522522"
"164","0.7686867117881775","0.7686867117881775","0.7686867117881775"
"165","0.8012506365776062","0.8012506365776062","0.8012506365776062"
"166","0.7893121242523193","0.7893121242523193","0.7893121242523193"
"167","0.7622177004814148","0.7622177004814148","0.7622177004814148"
"168","0.8002129793167114","0.8002129793167114","0.8002129793167114"
"169","0.7607706785202026","0.7607706785202026","0.7607706785202026"
"170","0.7765456438064575","0.7765456438064575","0.7765456438064575"
"171","0.7235506772994995","0.7235506772994995","0.7235506772994995"
"172","0.7800934910774231","0.7800934910774231","0.7800934910774231"
"173","0.7728575468063354","0.7728575468063354","0.7728575468063354"
"174","0.7969589233398438","0.7969589233398438","0.7969589233398438"
"175","0.7822350859642029","0.7822350859642029","0.7822350859642029"
"176","0.7636643052101135","0.7636643052101135","0.7636643052101135"
"177","0.7525619268417358","0.7525619268417358","0.7525619268417358"
"178","0.793390154838562","0.793390154838562","0.793390154838562"
"179","0.7369699478149414","0.7369699478149414","0.7369699478149414"
"180","0.7679687738418579","0.7679687738418579","0.7679687738418579"
"181","0.7697895169258118","0.7697895169258118","0.7697895169258118"
"182","0.7874312400817871","0.7874312400817871","0.7874312400817871"
"183","0.7659668922424316","0.7659668922424316","0.7659668922424316"
"184","0.7589803338050842","0.7589803338050842","0.7589803338050842"
"185","0.7729003429412842","0.7729003429412842","0.7729003429412842"
"186","0.7484811544418335","0.7484811544418335","0.7484811544418335"
"187","0.7305053472518921","0.7305053472518921","0.7305053472518921"
"188","0.7202820181846619","0.7202820181846619","0.7202820181846619"
"189","0.7592021226882935","0.7592021226882935","0.7592021226882935"
"190","0.7091407775878906","0.7091407775878906","0.7091407775878906"
"191","0.7765094041824341","0.7765094041824341","0.7765094041824341"
"192","0.7785870432853699","0.7785870432853699","0.7785870432853699"
"193","0.7777771353721619","0.7777771353721619","0.7777771353721619"
"194","0.7738786935806274","0.7738786935806274","0.7738786935806274"
"195","0.7849427461624146","0.7849427461624146","0.7849427461624146"
"196","0.7348266839981079","0.7348266839981079","0.7348266839981079"
"197","0.7559411525726318","0.7559411525726318","0.7559411525726318"
"198","0.7222242951393127","0.7222242951393127","0.7222242951393127"
"199","0.6970428228378296","0.6970428228378296","0.6970428228378296"
"200","0.7093589305877686","0.7093589305877686","0.7093589305877686"
"201","0.7348377704620361","0.7348377704620361","0.7348377704620361"
"202","0.7215411067008972","0.7215411067008972","0.7215411067008972"
"203","0.7168967723846436","0.7168967723846436","0.7168967723846436"
"204","0.7351934909820557","0.7351934909820557","0.7351934909820557"
"205","0.7384666204452515","0.7384666204452515","0.7384666204452515"
"206","0.7097405791282654","0.7097405791282654","0.7097405791282654"
"207","0.7203472852706909","0.7203472852706909","0.7203472852706909"
"208","0.6823105812072754","0.6823105812072754","0.6823105812072754"
"209","0.7331137657165527","0.7331137657165527","0.7331137657165527"
"210","0.7108176350593567","0.7108176350593567","0.7108176350593567"
"211","0.6957956552505493","0.6957956552505493","0.6957956552505493"
"212","0.7094212770462036","0.7094212770462036","0.7094212770462036"
"213","0.7351508140563965","0.7351508140563965","0.7351508140563965"
"214","0.6884455680847168","0.6884455680847168","0.6884455680847168"
"215","0.7065215110778809","0.7065215110778809","0.7065215110778809"
"216","0.7300902009010315","0.7300902009010315","0.7300902009010315"
"217","0.7354189157485962","0.7354189157485962","0.7354189157485962"
"218","0.7027806639671326","0.7027806639671326","0.7027806639671326"
"219","0.7169133424758911","0.7169133424758911","0.7169133424758911"
"220","0.7103919982910156","0.7103919982910156","0.7103919982910156"
"221","0.6857566237449646","0.6857566237449646","0.6857566237449646"
"222","0.6769517064094543","0.6769517064094543","0.6769517064094543"
"223","0.7229961156845093","0.7229961156845093","0.7229961156845093"
"224","0.7269580960273743","0.7269580960273743","0.7269580960273743"
"225","0.7028342485427856","0.7028342485427856","0.7028342485427856"
"226","0.7168642282485962","0.7168642282485962","0.7168642282485962"
"227","0.7236171364784241","0.7236171364784241","0.7236171364784241"
"228","0.7117007970809937","0.7117007970809937","0.7117007970809937"
"229","0.6830625534057617","0.6830625534057617","0.6830625534057617"
"230","0.6879335641860962","0.6879335641860962","0.6879335641860962"
"231","0.6794400215148926","0.6794400215148926","0.6794400215148926"
"232","0.7398231625556946","0.7398231625556946","0.7398231625556946"
"233","0.6718093752861023","0.6718093752861023","0.6718093752861023"
"234","0.6981781125068665","0.6981781125068665","0.6981781125068665"
"235","0.7260376214981079","0.7260376214981079","0.7260376214981079"
"236","0.7170733213424683","0.7170733213424683","0.7170733213424683"
"237","0.7033215165138245","0.7033215165138245","0.7033215165138245"
"238","0.7095462083816528","0.7095462083816528","0.7095462083816528"
"239","0.6816632747650146","0.6816632747650146","0.6816632747650146"
"240","0.7075347900390625","0.7075347900390625","0.7075347900390625"
"241","0.6927838921546936","0.6927838921546936","0.6927838921546936"
"242","0.6952184438705444","0.6952184438705444","0.6952184438705444"
"243","0.7138594388961792","0.7138594388961792","0.7138594388961792"
"244","0.6912484169006348","0.6912484169006348","0.6912484169006348"
"245","0.6880199313163757","0.6880199313163757","0.6880199313163757"
"246","0.7113586664199829","0.7113586664199829","0.7113586664199829"
"247","0.7325038909912109","0.7325038909912109","0.7325038909912109"
"248","0.7198251485824585","0.7198251485824585","0.7198251485824585"
"249","0.733997106552124","0.733997106552124","0.733997106552124"
"250","0.7236024141311646","0.7236024141311646","0.7236024141311646"
"251","0.7244800925254822","0.7244800925254822","0.7244800925254822"
"252","0.7030686736106873","0.7030686736106873","0.7030686736106873"
"253","0.7012419700622559","0.7012419700622559","0.7012419700622559"
"254","0.6960552930831909","0.6960552930831909","0.6960552930831909"
"255","0.657260537147522","0.657260537147522","0.657260537147522"
"256","0.7177773714065552","0.7177773714065552","0.7177773714065552"
"257","0.6961284279823303","0.6961284279823303","0.6961284279823303"
"258","0.7237964868545532","0.7237964868545532","0.7237964868545532"
"259","0.713968813419342","0.713968813419342","0.713968813419342"
"260","0.6957711577415466","0.6957711577415466","0.6957711577415466"
"261","0.6902995705604553","0.6902995705604553","0.6902995705604553"
"262","0.6731663942337036","0.6731663942337036","0.6731663942337036"
"263","0.7171211242675781","0.7171211242675781","0.7171211242675781"
"264","0.7219184637069702","0.7219184637069702","0.7219184637069702"
"265","0.7021239995956421","0.7021239995956421","0.7021239995956421"
"266","0.7213211059570312","0.7213211059570312","0.7213211059570312"
"267","0.7069359421730042","0.7069359421730042","0.7069359421730042"
"268","0.683177649974823","0.683177649974823","0.683177649974823"
"269","0.6734089851379395","0.6734089851379395","0.6734089851379395"
"270","0.6909666061401367","0.6909666061401367","0.6909666061401367"
"271","0.7232186794281006","0.7232186794281006","0.7232186794281006"
"272","0.7151700854301453","0.7151700854301453","0.7151700854301453"
"273","0.6953594088554382","0.6953594088554382","0.6953594088554382"
"274","0.6913455724716187","0.6913455724716187","0.6913455724716187"
"275","0.6964582800865173","0.6964582800865173","0.6964582800865173"
"276","0.7384028434753418","0.7384028434753418","0.7384028434753418"
"277","0.7071623802185059","0.7071623802185059","0.7071623802185059"
"278","0.675116777420044","0.675116777420044","0.675116777420044"
"279","0.6806886196136475","0.6806886196136475","0.6806886196136475"
"280","0.6868308782577515","0.6868308782577515","0.6868308782577515"
"281","0.662441611289978","0.662441611289978","0.662441611289978"
"282","0.6937589645385742","0.6937589645385742","0.6937589645385742"
"283","0.668870210647583","0.668870210647583","0.668870210647583"
"284","0.6860314607620239","0.6860314607620239","0.6860314607620239"
"285","0.6723719239234924","0.6723719239234924","0.6723719239234924"
"286","0.6827927827835083","0.6827927827835083","0.6827927827835083"
"287","0.6981304883956909","0.6981304883956909","0.6981304883956909"
"288","0.6621133089065552","0.6621133089065552","0.6621133089065552"
"289","0.6920826435089111","0.6920826435089111","0.6920826435089111"
"290","0.7033133506774902","0.7033133506774902","0.7033133506774902"
"291","0.6772117614746094","0.6772117614746094","0.6772117614746094"
"292","0.7461284399032593","0.7461284399032593","0.7461284399032593"
"293","0.7158822417259216","0.7158822417259216","0.7158822417259216"
"294","0.6531387567520142","0.6531387567520142","0.6531387567520142"
"295","0.6766738295555115","0.6766738295555115","0.6766738295555115"
"296","0.6664993762969971","0.6664993762969971","0.6664993762969971"
"297","0.645786464214325","0.645786464214325","0.645786464214325"
"298","0.6496078968048096","0.6496078968048096","0.6496078968048096"
"299","0.6570269465446472","0.6570269465446472","0.6570269465446472"
"300","0.6299633979797363","0.6299633979797363","0.6299633979797363"
"301","0.6491364240646362","0.6491364240646362","0.6491364240646362"
"302","0.6641797423362732","0.6641797423362732","0.6641797423362732"
"303","0.6594799757003784","0.6594799757003784","0.6594799757003784"
"304","0.6374320983886719","0.6374320983886719","0.6374320983886719"
"305","0.6625967025756836","0.6625967025756836","0.6625967025756836"
"306","0.662881076335907","0.662881076335907","0.662881076335907"
"307","0.654382586479187","0.654382586479187","0.654382586479187"
"308","0.666841447353363","0.666841447353363","0.666841447353363"
"309","0.6517279744148254","0.6517279744148254","0.6517279744148254"
"310","0.6622785329818726","0.6622785329818726","0.6622785329818726"
"311","0.6677468419075012","0.6677468419075012","0.6677468419075012"
"312","0.6944904327392578","0.6944904327392578","0.6944904327392578"
"313","0.661808967590332","0.661808967590332","0.661808967590332"
"314","0.6445130109786987","0.6445130109786987","0.6445130109786987"
"315","0.6470258831977844","0.6470258831977844","0.6470258831977844"
"316","0.6254760026931763","0.6254760026931763","0.6254760026931763"
"317","0.6628440022468567","0.6628440022468567","0.6628440022468567"
"318","0.664442241191864","0.664442241191864","0.664442241191864"
"319","0.6782815456390381","0.6782815456390381","0.6782815456390381"
"320","0.6687748432159424","0.6687748432159424","0.6687748432159424"
"321","0.62295001745224","0.62295001745224","0.62295001745224"
"322","0.6374353170394897","0.6374353170394897","0.6374353170394897"
"323","0.6539385318756104","0.6539385318756104","0.6539385318756104"
"324","0.6416430473327637","0.6416430473327637","0.6416430473327637"
"325","0.6382488012313843","0.6382488012313843","0.6382488012313843"
"326","0.6271160840988159","0.6271160840988159","0.6271160840988159"
"327","0.6565350890159607","0.6565350890159607","0.6565350890159607"
"328","0.6368704438209534","0.6368704438209534","0.6368704438209534"
"329","0.6187341213226318","0.6187341213226318","0.6187341213226318"
"330","0.6476160287857056","0.6476160287857056","0.6476160287857056"
"331","0.6284369230270386","0.6284369230270386","0.6284369230270386"
"332","0.6770007014274597","0.6770007014274597","0.6770007014274597"
"333","0.6298450231552124","0.6298450231552124","0.6298450231552124"
"334","0.6456174850463867","0.6456174850463867","0.6456174850463867"
"335","0.6435245871543884","0.6435245871543884","0.6435245871543884"
"336","0.65940260887146","0.65940260887146","0.65940260887146"
"337","0.6552402973175049","0.6552402973175049","0.6552402973175049"
"338","0.6667308211326599","0.6667308211326599","0.6667308211326599"
"339","0.6270694732666016","0.6270694732666016","0.6270694732666016"
"340","0.6424960494041443","0.6424960494041443","0.6424960494041443"
"341","0.6313947439193726","0.6313947439193726","0.6313947439193726"
"342","0.6410820484161377","0.6410820484161377","0.6410820484161377"
"343","0.6485695242881775","0.6485695242881775","0.6485695242881775"
"344","0.6578835248947144","0.6578835248947144","0.6578835248947144"
"345","0.6504570841789246","0.6504570841789246","0.6504570841789246"
"346","0.6638414859771729","0.6638414859771729","0.6638414859771729"
"347","0.6574463844299316","0.6574463844299316","0.6574463844299316"
"348","0.6421330571174622","0.6421330571174622","0.6421330571174622"
"349","0.6377036571502686","0.6377036571502686","0.6377036571502686"
"350","0.6480034589767456","0.6480034589767456","0.6480034589767456"
"351","0.639531672000885","0.639531672000885","0.639531672000885"
"352","0.641681432723999","0.641681432723999","0.641681432723999"
"353","0.653784453868866","0.653784453868866","0.653784453868866"
"354","0.6106858253479004","0.6106858253479004","0.6106858253479004"
"355","0.6379380822181702","0.6379380822181702","0.6379380822181702"
"356","0.6577051877975464","0.6577051877975464","0.6577051877975464"
"357","0.6286904811859131","0.6286904811859131","0.6286904811859131"
"358","0.632299542427063","0.632299542427063","0.632299542427063"
"359","0.6374072432518005","0.6374072432518005","0.6374072432518005"
"360","0.6402033567428589","0.6402033567428589","0.6402033567428589"
"361","0.6505028009414673","0.6505028009414673","0.6505028009414673"
"362","0.623578667640686","0.623578667640686","0.623578667640686"
"363","0.6870903968811035","0.6870903968811035","0.6870903968811035"
"364","0.6350771188735962","0.6350771188735962","0.6350771188735962"
"365","0.6386405825614929","0.6386405825614929","0.6386405825614929"
"366","0.6475831866264343","0.6475831866264343","0.6475831866264343"
"367","0.6244762539863586","0.6244762539863586","0.6244762539863586"
"368","0.626044511795044","0.626044511795044","0.626044511795044"
"369","0.6343454718589783","0.6343454718589783","0.6343454718589783"
"370","0.6338576078414917","0.6338576078414917","0.6338576078414917"
"371","0.6579235792160034","0.6579235792160034","0.6579235792160034"
"372","0.6462010145187378","0.6462010145187378","0.6462010145187378"
"373","0.6272857785224915","0.6272857785224915","0.6272857785224915"
"374","0.6242444515228271","0.6242444515228271","0.6242444515228271"
"375","0.6289116740226746","0.6289116740226746","0.6289116740226746"
"376","0.6466050148010254","0.6466050148010254","0.6466050148010254"
"377","0.6677431464195251","0.6677431464195251","0.6677431464195251"
"378","0.6191421747207642","0.6191421747207642","0.6191421747207642"
"379","0.627771258354187","0.627771258354187","0.627771258354187"
"380","0.6460424661636353","0.6460424661636353","0.6460424661636353"
"381","0.6177119612693787","0.6177119612693787","0.6177119612693787"
"382","0.6271318197250366","0.6271318197250366","0.6271318197250366"
"383","0.6115438938140869","0.6115438938140869","0.6115438938140869"
"384","0.6215473413467407","0.6215473413467407","0.6215473413467407"
"385","0.6517425179481506","0.6517425179481506","0.6517425179481506"
"386","0.6374509334564209","0.6374509334564209","0.6374509334564209"
"387","0.62200927734375","0.62200927734375","0.62200927734375"
"388","0.6261734962463379","0.6261734962463379","0.6261734962463379"
"389","0.6307387351989746","0.6307387351989746","0.6307387351989746"
"390","0.6470861434936523","0.6470861434936523","0.6470861434936523"
"391","0.6224464178085327","0.6224464178085327","0.6224464178085327"
"392","0.6008709669113159","0.6008709669113159","0.6008709669113159"
"393","0.591728925704956","0.591728925704956","0.591728925704956"
"394","0.6018062233924866","0.6018062233924866","0.6018062233924866"
"395","0.6161026954650879","0.6161026954650879","0.6161026954650879"
"396","0.6224610209465027","0.6224610209465027","0.6224610209465027"
"397","0.6346043348312378","0.6346043348312378","0.6346043348312378"
"398","0.5930364727973938","0.5930364727973938","0.5930364727973938"
"399","0.6140644550323486","0.6140644550323486","0.6140644550323486"
"400","0.5908874869346619","0.5908874869346619","0.5908874869346619"
"401","0.6137127876281738","0.6137127876281738","0.6137127876281738"
"402","0.6181215047836304","0.6181215047836304","0.6181215047836304"
"403","0.6004884839057922","0.6004884839057922","0.6004884839057922"
"404","0.6200112104415894","0.6200112104415894","0.6200112104415894"
"405","0.6213230490684509","0.6213230490684509","0.6213230490684509"
"406","0.6085469722747803","0.6085469722747803","0.6085469722747803"
"407","0.6095359325408936","0.6095359325408936","0.6095359325408936"
"408","0.6061606407165527","0.6061606407165527","0.6061606407165527"
"409","0.6279069185256958","0.6279069185256958","0.6279069185256958"
"410","0.6240304708480835","0.6240304708480835","0.6240304708480835"
"411","0.616902232170105","0.616902232170105","0.616902232170105"
"412","0.6126511096954346","0.6126511096954346","0.6126511096954346"
"413","0.598997950553894","0.598997950553894","0.598997950553894"
"414","0.6061594486236572","0.6061594486236572","0.6061594486236572"
"415","0.5950977802276611","0.5950977802276611","0.5950977802276611"
"416","0.5987159013748169","0.5987159013748169","0.5987159013748169"
"417","0.6294867992401123","0.6294867992401123","0.6294867992401123"
"418","0.6295136213302612","0.6295136213302612","0.6295136213302612"
"419","0.6125648021697998","0.6125648021697998","0.6125648021697998"
"420","0.6222740411758423","0.6222740411758423","0.6222740411758423"
"421","0.6215746998786926","0.6215746998786926","0.6215746998786926"
"422","0.5923344492912292","0.5923344492912292","0.5923344492912292"
"423","0.6191282868385315","0.6191282868385315","0.6191282868385315"
"424","0.6321477890014648","0.6321477890014648","0.6321477890014648"
"425","0.6088100075721741","0.6088100075721741","0.6088100075721741"
"426","0.6216464042663574","0.6216464042663574","0.6216464042663574"
"427","0.5910975337028503","0.5910975337028503","0.5910975337028503"
"428","0.5901796817779541","0.5901796817779541","0.5901796817779541"
"429","0.6109100580215454","0.6109100580215454","0.6109100580215454"
"430","0.6159582138061523","0.6159582138061523","0.6159582138061523"
"431","0.6115269660949707","0.6115269660949707","0.6115269660949707"
"432","0.603722333908081","0.603722333908081","0.603722333908081"
"433","0.5921299457550049","0.5921299457550049","0.5921299457550049"
"434","0.6205090880393982","0.6205090880393982","0.6205090880393982"
"435","0.6098979115486145","0.6098979115486145","0.6098979115486145"
"436","0.6320133209228516","0.6320133209228516","0.6320133209228516"
"437","0.6043541431427002","0.6043541431427002","0.6043541431427002"
"438","0.5945276618003845","0.5945276618003845","0.5945276618003845"
"439","0.6085370182991028","0.6085370182991028","0.6085370182991028"
"440","0.6206545829772949","0.6206545829772949","0.6206545829772949"
"441","0.6117417812347412","0.6117417812347412","0.6117417812347412"
"442","0.5936459898948669","0.5936459898948669","0.5936459898948669"
"443","0.5855298042297363","0.5855298042297363","0.5855298042297363"
"444","0.6293200254440308","0.6293200254440308","0.6293200254440308"
"445","0.5879747867584229","0.5879747867584229","0.5879747867584229"
"446","0.5942212343215942","0.5942212343215942","0.5942212343215942"
"447","0.6266162395477295","0.6266162395477295","0.6266162395477295"
